VPOL.1	TPHA.1	TBLA.1	NDAI.1	NCAS.1	KNAG.1	KAFR.1	CGLA.1	SUVACBS7001.1	SMIKIFO1815.1	SCERREF.1	ANC	ZROU	TDEL	KLAC	EGOS	ECYM	LKLU	LTHE	LWAL	SCERREF.2	SMIKIFO1815.2	SUVACBS7001.2	CGLA.2	KAFR.2	KNAG.2	NCAS.2	NDAI.2	TBLA.2	TPHA.2	VPOL.2
VPOL_Kpol_1055.55	TPHA_TPHA0B01990	TBLA_TBLA0G02060	NDAI_NDAI0J02650	NCAS_NCAS0J01700	KNAG_KNAG0B06320	KAFR_KAFR0A05750	CGLA_CAGL0J04466g	SUVACBS7001_Suva_10.530	SMIKIFO1815_Smik_12.500	SCERREF_YLR414C	ANC_Anc_4.286	ZROU_ZYRO0B13200g	NA	KLAC_KLLA0B02585g	NA	NA	LKLU_SAKL0G16258g	LTHE_KLTH0D15224g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_26.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_26.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_26.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_26.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_26.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_24.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1055.53	TPHA_TPHA0B01950	TBLA_TBLA0G02040	NDAI_NDAI0J02640	NCAS_NCAS0J01710	KNAG_KNAG0B06340	KAFR_KAFR0A05760	CGLA_CAGL0J04488g	SUVACBS7001_Suva_10.532	SMIKIFO1815_Smik_12.504	SCERREF_YLR417W	ANC_Anc_4.288	ZROU_ZYRO0B13288g	TDEL_TDEL0F03660	KLAC_KLLA0B02541g	EGOS_AER092W	ECYM_Ecym_3231	LKLU_SAKL0G16302g	LTHE_KLTH0D15268g	LWAL_Kwal_23.4035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1055.51	TPHA_TPHA0B01970	TBLA_TBLA0I03150	NDAI_NDAI0J02630	NCAS_NCAS0J01720	KNAG_KNAG0B06350	KAFR_KAFR0A05770	CGLA_CAGL0J04510g	SUVACBS7001_Suva_10.533	SMIKIFO1815_Smik_12.505	SCERREF_YLR418C	ANC_Anc_4.290	ZROU_ZYRO0B13332g	TDEL_TDEL0F03680	KLAC_KLLA0D03036g	EGOS_AER095W	ECYM_Ecym_7010	LKLU_SAKL0G16412g	LTHE_KLTH0D15356g	LWAL_Kwal_47.17178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_17.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1055.50	TPHA_TPHA0B01980	TBLA_TBLA0G02030	NDAI_NDAI0J02620	NCAS_NCAS0J01730	KNAG_KNAG0B06360	KAFR_KAFR0A05780	CGLA_CAGL0J04532g	SUVACBS7001_Suva_10.534	SMIKIFO1815_Smik_12.506	SCERREF_YLR419W	ANC_Anc_4.291	ZROU_ZYRO0B13354g	TDEL_TDEL0H01440	KLAC_KLLA0D03058g	EGOS_AER094C	ECYM_Ecym_7009	LKLU_SAKL0G16390g	LTHE_KLTH0D15334g	LWAL_Kwal_47.17183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1001.27	TPHA_TPHA0B00630	TBLA_TBLA0I03180	NDAI_NDAI0J02610	NCAS_NCAS0J01760	KNAG_KNAG0B06560	KAFR_KAFR0A05700	CGLA_CAGL0J04598g	SUVACBS7001_Suva_10.536	SMIKIFO1815_Smik_12.510	SCERREF_YLR420W	ANC_Anc_4.294	ZROU_ZYRO0B13464g	TDEL_TDEL0H01390	KLAC_KLLA0D02926g	EGOS_AER098W	ECYM_Ecym_7014	LKLU_SAKL0G16522g	LTHE_KLTH0D15444g	LWAL_Kwal_47.17161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1048.36	TPHA_TPHA0I01670	TBLA_TBLA0B04370	NDAI_NDAI0C05790	NCAS_NCAS0B01890	KNAG_KNAG0A03430	KAFR_KAFR0I00620	CGLA_CAGL0H05929g	SUVACBS7001_Suva_4.425	SMIKIFO1815_Smik_2.313	SCERREF_YBR172C	ANC_Anc_8.587	ZROU_ZYRO0F15004g	TDEL_TDEL0A05310	KLAC_KLLA0E24531g	EGOS_AGR209W	ECYM_Ecym_7080	LKLU_SAKL0H08888g	LTHE_KLTH0E13596g	LWAL_Kwal_27.12245	SCERREF_YPL105C	SMIKIFO1815_Smik_16.132	SUVACBS7001_Suva_16.207	CGLA_CAGL0M06149g	NA	NA	NCAS_NCAS0C01880	NDAI_NDAI0E02600	NA	NA	NA
VPOL_Kpol_1052.34	TPHA_TPHA0B01910	TBLA_TBLA0F03320	NDAI_NDAI0J02600	NCAS_NCAS0J01770	KNAG_KNAG0B06550	KAFR_KAFR0A05690	CGLA_CAGL0J04620g	SUVACBS7001_Suva_10.537	SMIKIFO1815_Smik_12.511	SCERREF_YLR421C	ANC_Anc_4.295	ZROU_ZYRO0B13486g	TDEL_TDEL0H01380	KLAC_KLLA0D02882g	EGOS_AER100C	ECYM_Ecym_7015	LKLU_SAKL0G16566g	LTHE_KLTH0D15488g	LWAL_Kwal_47.17158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	TPHA_TPHA0B01900	TBLA_TBLA0F03330	NDAI_NDAI0J02570	NCAS_NCAS0J01780	KNAG_KNAG0B06540	KAFR_KAFR0A05680	CGLA_CAGL0J04642g	SUVACBS7001_Suva_10.538	SMIKIFO1815_Smik_12.512	SCERREF_YLR422W	ANC_Anc_4.296	ZROU_ZYRO0B13530g	TDEL_TDEL0H01360	KLAC_KLLA0D02860g	EGOS_AER102W	ECYM_Ecym_7016	LKLU_SAKL0G16610g	LTHE_KLTH0D15532g	LWAL_Kwal_47.17141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_35.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_39.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1052.29	TPHA_TPHA0B01870	TBLA_TBLA0E04520	NDAI_NDAI0J02550	NCAS_NCAS0J01800	KNAG_KNAG0B06510	NA	CGLA_CAGL0J04686g	SUVACBS7001_Suva_10.539	SMIKIFO1815_Smik_12.513	SCERREF_YLR423C	ANC_Anc_4.300	ZROU_ZYRO0B13618g	TDEL_TDEL0D01180	KLAC_KLLA0D02750g	EGOS_AER106C	ECYM_Ecym_7020	LKLU_SAKL0G16720g	LTHE_KLTH0D15642g	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_39.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_48.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_29.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_29.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1052.28	TPHA_TPHA0B01860	TBLA_TBLA0E04530	NDAI_NDAI0J02540	NCAS_NCAS0J01810	KNAG_KNAG0B06500	KAFR_KAFR0A05660	CGLA_CAGL0J04708g	SUVACBS7001_Suva_10.540	SMIKIFO1815_Smik_12.514	SCERREF_YLR424W	ANC_Anc_4.301	ZROU_ZYRO0B13640g	TDEL_TDEL0D01170	KLAC_KLLA0D02728g	EGOS_AER107W	ECYM_Ecym_7021	LKLU_SAKL0G16742g	LTHE_KLTH0D15664g	LWAL_Kwal_47.17125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1001.25	TPHA_TPHA0B00610	TBLA_TBLA0E04550	NDAI_NDAI0J02520	NCAS_NCAS0J01830	KNAG_KNAG0B06480	KAFR_KAFR0A05640	CGLA_CAGL0J04752g	SUVACBS7001_Suva_10.542	SMIKIFO1815_Smik_12.522	SCERREF_YLR425W	ANC_Anc_4.305	ZROU_ZYRO0B13750g	TDEL_TDEL0D01130	KLAC_KLLA0D02618g	EGOS_AER110W	ECYM_Ecym_7024	LKLU_SAKL0G16874g	LTHE_KLTH0D15752g	LWAL_Kwal_47.17106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1001.24	TPHA_TPHA0B00600	TBLA_TBLA0E04560	NDAI_NDAI0J02500	NCAS_NCAS0J01850	KNAG_KNAG0B06460	KAFR_KAFR0A05620	CGLA_CAGL0J04796g	SUVACBS7001_Suva_10.544	SMIKIFO1815_Smik_12.524	SCERREF_YLR427W	ANC_Anc_4.308	ZROU_ZYRO0B13816g	TDEL_TDEL0D01100	KLAC_KLLA0D02552g	EGOS_AER113W	ECYM_Ecym_7027	LKLU_SAKL0G16940g	LTHE_KLTH0D15818g	LWAL_Kwal_47.17099	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_1001.23	TPHA_TPHA0B00590	TBLA_TBLA0E04570	NDAI_NDAI0J02490	NCAS_NCAS0A02800	KNAG_KNAG0B06450	KAFR_KAFR0A05610	CGLA_CAGL0J04818g	SUVACBS7001_Suva_10.545	SMIKIFO1815_Smik_12.525	SCERREF_YLR429W	ANC_Anc_4.309	ZROU_ZYRO0B13838g	TDEL_TDEL0D01090	KLAC_KLLA0D02530g	EGOS_AER114W	ECYM_Ecym_7028	LKLU_SAKL0G16962g	LTHE_KLTH0D15840g	LWAL_Kwal_47.17093	NA	NA	NA	NA	KAFR_KAFR0I00500	NA	NCAS_NCAS0J01860	NDAI_NDAI0D04730	TBLA_TBLA0G02090	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	SMIKIFO1815_Smik_5.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_520.43	TPHA_TPHA0B01790	TBLA_TBLA0G02100	NDAI_NDAI0J02480	NCAS_NCAS0J01870	KNAG_KNAG0B06440	KAFR_KAFR0A05600	CGLA_CAGL0M00990g	SUVACBS7001_Suva_10.546	SMIKIFO1815_Smik_12.526	SCERREF_YLR430W	ANC_Anc_4.310	ZROU_ZYRO0B13860g	TDEL_TDEL0D01080	KLAC_KLLA0B05555g	EGOS_AER115W	ECYM_Ecym_7029	LKLU_SAKL0G16984g	LTHE_KLTH0D15862g	LWAL_Kwal_47.17085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
VPOL_Kpol_520.42	TPHA_TPHA0B01780	TBLA_TBLA0G02120	NDAI_NDAI0J02470	NCAS_NCAS0J01880	KNAG_KNAG0B06430	KAFR_KAFR0A05590	CGLA_CAGL0M00968g	SUVACBS7001_Suva_10.547	SMIKIFO1815_Smik_12.527	SCERREF_YLR431C	ANC_Anc_4.311	ZROU_ZYRO0B13882g	TDEL_TDEL0D01070	KLAC_KLLA0B05533g	EGOS_AER116C	ECYM_Ecym_7030	LKLU_SAKL0G17006g	LTHE_KLTH0D15884g	LWAL_Kwal_47.17082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
